State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
ME,23,8280,Millinocket,"4,454",493,93
ME,23,8340,Monhegan Plantation,69,6,2
ME,23,8400,Moosabec Community School District,"1,794",82,13
ME,23,14836,Moro Plantation Public Schools,35,2,1
ME,23,8490,Mount Desert,"2,078",155,7
ME,23,8500,Mount Desert Community School District,"10,735",436,26
ME,23,8580,Nashville Plantation,43,6,1
ME,23,8700,New Sweden,560,71,20
ME,23,8760,Newcastle,"1,761",76,4
ME,23,8940,Nobleboro,"1,652",207,21
ME,23,9090,Northfield,141,16,3
ME,23,14824,Northport Public Schools,"1,554",199,24
ME,23,9240,Orient,137,17,6
ME,23,9330,Orrington,"3,681",580,33
ME,23,9390,Otis,677,81,13
ME,23,82002,Oxford Unorganized Territory,749,98,23
ME,23,9560,Pembroke,802,118,28
ME,23,9630,Penobscot,"1,276",126,17
ME,23,82010,Penobscot Unorganized Territory,"1,464",170,26
ME,23,9650,Perry,849,144,24
ME,23,82009,Piscataquis Unorganized Territory,"1,056",100,14
ME,23,3,Pleasant Point,715,150,49
ME,23,9810,Pleasant Ridge Plantation,90,12,2
ME,23,9930,Portland,"69,317","7,040",948
ME,23,9990,Princeton,795,112,32
ME,23,10140,Reed Plantation,146,13,2
ME,23,14772,Regional School Unit 01,"14,457","1,957",227
ME,23,14776,Regional School Unit 02,"14,598","2,099",229
ME,23,14783,Regional School Unit 04,"10,146","1,589",168
ME,23,14789,Regional School Unit 05,"13,652","2,067",126
ME,23,14795,Regional School Unit 10,"13,292","1,704",317
ME,23,14780,Regional School Unit 12,"11,162","1,592",243
ME,23,14787,Regional School Unit 13,"14,773","1,869",340
ME,23,14793,Regional School Unit 14,"22,435","3,308",234
ME,23,14775,Regional School Unit 16,"11,073","1,864",149
ME,23,14779,Regional School Unit 18,"19,009","3,082",242
ME,23,14785,Regional School Unit 19,"14,760","2,173",369
ME,23,14791,Regional School Unit 20,"4,310",537,89
ME,23,14773,Regional School Unit 21,"19,268","2,719",175
ME,23,10950,Regional School Unit 22,"13,722","2,218",153
ME,23,14784,Regional School Unit 23,"9,072",818,102
ME,23,14790,Regional School Unit 24,"7,682","1,009",214
ME,23,14796,Regional School Unit 25,"8,485","1,140",144
ME,23,14778,Regional School Unit 26,"10,239",609,52
ME,23,14782,Regional School Unit 34,"10,106","1,238",168
ME,23,14788,Regional School Unit 38,"7,996","1,255",95
ME,23,14794,Regional School Unit 39,"7,876","1,125",192
ME,23,14806,Regional School Unit 50,"2,663",376,60
ME,23,14833,Regional School Unit 56,"5,644",819,132
ME,23,14822,Regional School Unit 71,"11,542","1,618",250
ME,23,14805,Regional School Unit 73,"10,068","1,604",203
ME,23,14803,Regional School Unit 78,"1,815",211,13
ME,23,14838,Regional School Unit 89,"2,383",330,84
ME,23,10190,Robbinston,548,97,16
ME,23,10320,Roque Bluffs,293,38,5
ME,23,10380,Saco Public Schools,"19,481","2,814",211
ME,23,82004,Sagadahoc Unorganized Territory,0,0,0
ME,23,10500,Sanford,"21,897","3,021",475
ME,23,10530,Scarborough,"19,807","3,255",119
ME,23,10560,School Administration District 10,223,19,6
ME,23,10860,School Administrative District 01,"12,203","1,608",261
ME,23,11520,School Administrative District 03,"11,027","1,493",338
ME,23,11730,School Administrative District 04,"4,928",598,144
ME,23,11790,School Administrative District 06,"27,238","3,945",336
ME,23,11820,School Administrative District 07,355,46,2
ME,23,11850,School Administrative District 08,"1,172",170,16
ME,23,11880,School Administrative District 09,"17,521","2,241",373
ME,23,10590,School Administrative District 11,"13,732","1,994",223
ME,23,10620,School Administrative District 12,"1,044",136,18
ME,23,10650,School Administrative District 13,"1,384",170,31
ME,23,10680,School Administrative District 14,776,104,20
ME,23,10710,School Administrative District 15,"13,928","1,969",141
ME,23,10770,School Administrative District 17,"23,769","3,328",461
ME,23,10830,School Administrative District 19,"1,298",138,38
ME,23,10890,School Administrative District 20,"3,262",499,83
ME,23,10980,School Administrative District 23,"5,584",881,73
ME,23,11010,School Administrative District 24,"2,326",244,81
ME,23,11100,School Administrative District 27,"5,334",710,73
ME,23,11130,School Administrative District 28,"8,184",768,87
ME,23,11160,School Administrative District 29,"7,556","1,118",331
ME,23,11220,School Administrative District 30,"1,806",261,38
ME,23,11250,School Administrative District 31,"3,411",467,68
ME,23,11280,School Administrative District 32,"1,887",230,33
ME,23,11310,School Administrative District 33,"1,711",229,41
ME,23,11370,School Administrative District 35,"14,157","2,341",109
ME,23,11430,School Administrative District 37,"4,459",623,114
ME,23,11550,School Administrative District 40,"14,802","1,982",300
ME,23,11580,School Administrative District 41,"4,133",578,130
ME,23,11610,School Administrative District 42,"2,070",265,24
ME,23,11670,School Administrative District 44,"5,050",708,69
ME,23,11700,School Administrative District 45,"2,198",316,44
ME,23,14530,School Administrative District 46,"6,489",968,153
ME,23,14330,School Administrative District 49,"14,779","2,259",364
ME,23,14240,School Administrative District 51,"11,312","2,132",56
ME,23,14160,School Administrative District 52,"12,476","2,205",117
ME,23,14610,School Administrative District 53,"6,093",958,191
ME,23,14590,School Administrative District 54,"16,663","2,405",405
ME,23,14190,School Administrative District 55,"8,198","1,216",134
ME,23,14670,School Administrative District 57,"23,326","3,521",265
ME,23,14300,School Administrative District 58,"3,631",545,95
ME,23,14560,School Administrative District 59,"5,303",740,129
ME,23,14700,School Administrative District 60,"18,802","2,952",197
ME,23,14210,School Administrative District 61,"13,439","1,762",202
ME,23,14470,School Administrative District 63,"6,156",911,56
ME,23,14440,School Administrative District 64,"8,158","1,281",136
ME,23,14410,School Administrative District 65,74,9,1
ME,23,14760,School Administrative District 67,"6,239",935,141
ME,23,14761,School Administrative District 68,"6,688",981,164
ME,23,14762,School Administrative District 70,"3,327",464,81
ME,23,14765,School Administrative District 72,"8,370","1,244",113
ME,23,14767,School Administrative District 74,"5,052",654,135
ME,23,14768,School Administrative District 75,"19,929","2,739",210
ME,23,11910,School Administrative District 76,334,48,10
ME,23,14837,Sebago Public Schools,"1,801",235,16
ME,23,57,Seboeis Plantation,35,1,0
ME,23,12140,Sedgwick,"1,209",181,32
ME,23,12180,Shirley,223,20,5
ME,23,82008,Somerset Unorganized Territory,805,81,12
ME,23,12300,South Bristol,899,92,9
ME,23,12330,South Portland,"26,204","3,274",312
ME,23,12360,Southport,608,54,12
ME,23,12390,Southwest Harbor,"1,788",151,9
ME,23,14820,St. George Public Schools,"2,590",313,36
ME,23,12750,Surry,"1,487",173,20
ME,23,12810,Talmadge,61,9,3
ME,23,52,The Forks Plantation,36,2,1
ME,23,12960,Tremont,"1,580",126,6
ME,23,12980,Trenton,"1,499",175,18
ME,23,13070,Upton,113,9,1
ME,23,13080,Vanceboro,134,21,4
ME,23,13110,Vassalboro,"4,361",672,77
ME,23,13140,Veazie,"1,897",260,47
ME,23,13200,Waite,96,13,2
ME,23,82012,Washington Unorganized Territory,"1,419",208,39
ME,23,13350,Waterville,"15,743","1,782",315
ME,23,13490,Wells-Ogunquit Community School District,"11,053","1,333",120
ME,23,13500,Wesley,94,6,2
ME,23,13530,West Bath Public Schools,"1,909",253,28
ME,23,58,West Forks Plantation,58,2,1
ME,23,13560,Westbrook,"18,357","2,322",410
ME,23,13590,Westmanland,60,7,1
ME,23,68,Whiting,467,80,10
ME,23,13710,Whitneyville,206,22,10
ME,23,13740,Willimantic,144,16,5
ME,23,13860,Winslow,"7,811","1,219",146
ME,23,14825,Winterville Plantation Public Schools,209,25,3
ME,23,13970,Winthrop,"6,101",840,75
ME,23,13980,Wiscasset Public Schools,"3,753",470,67
ME,23,14010,Woodland,"1,132",152,31
ME,23,14040,Woodville,245,42,8
ME,23,14100,Yarmouth,"8,746","1,408",60
ME,23,14130,York,"13,174","1,868",90
MD,24,30,Allegany County Public Schools,"70,416","8,962","1,549"
MD,24,60,Anne Arundel County Public Schools,"579,234","93,372","7,095"
MD,24,90,Baltimore City Public Schools,"593,490","83,117","25,540"
MD,24,120,Baltimore County Public Schools,"827,370","130,075","14,216"
MD,24,150,Calvert County Public Schools,"92,525","16,375","1,084"
MD,24,180,Caroline County Public Schools,"33,406","5,828","1,003"
MD,24,210,Carroll County Public Schools,"168,447","27,133","1,312"
MD,24,240,Cecil County Public Schools,"102,855","17,279","1,866"
MD,24,270,Charles County Public Schools,"163,257","29,236","2,640"
MD,24,300,Dorchester County Public Schools,"31,929","4,937","1,136"
MD,24,330,Frederick County Public Schools,"259,547","44,664","2,494"
MD,24,360,Garrett County Public Schools,"29,014","3,949",657
MD,24,390,Harford County Public Schools,"255,441","42,210","3,307"
MD,24,420,Howard County Public Schools,"325,690","59,766","3,157"
MD,24,450,Kent County Public Schools,"19,422","2,221",369
MD,24,480,Montgomery County Public Schools,"1,050,688","177,867","14,835"
MD,24,510,Prince George's County Public Schools,"909,327","142,020","18,730"
MD,24,540,Queen Annes County Public Schools,"50,381","8,199",556
MD,24,570,Somerset County Public Schools,"25,616","3,165",885
MD,24,600,St. Marys County Public Schools,"113,510","19,959","1,954"
MD,24,630,Talbot County Public Schools,"37,181","5,033",631
MD,24,660,Washington County Public Schools,"151,049","24,216","3,662"
MD,24,690,Wicomico County Public Schools,"103,609","16,413","3,464"
MD,24,720,Worcester County Public Schools,"52,276","6,754",927
MA,25,1650,Abington School District,"16,877","2,505",183
MA,25,1710,Acton-Boxborough Regional School District,"28,869","6,129",148
MA,25,1740,Acushnet School District,"10,623",991,77
MA,25,1800,Agawam School District,"28,607","4,004",357
MA,25,1860,Amesbury School District,"17,293","2,523",166
MA,25,1890,Amherst School District,"38,480","1,270",140
MA,25,1920,Amherst-Pelham School District,"43,381","1,634",157
MA,25,1950,Andover School District,"35,116","6,716",171
MA,25,1980,Arlington School District,"45,923","5,967",158
MA,25,2040,Ashburnham-Westminster School District,"13,886","2,420",108
MA,25,2100,Ashland School District,"17,821","2,910",116
MA,25,2160,Athol-Royalston School District,"13,355","2,039",318
MA,25,2190,Attleboro School District,"44,919","6,730",666
MA,25,2220,Auburn School District,"16,874","2,400",159
MA,25,2250,Avon School District,"4,588",649,53
MA,25,542,Ayer-Shirley School District,"15,693","2,173",121
MA,25,2310,Barnstable School District,"44,589","5,189",571
MA,25,2400,Bedford School District,"14,278","2,357",62
MA,25,2430,Belchertown School District,"14,908","2,503",164
MA,25,2460,Bellingham School District,"17,287","2,698",146
MA,25,2490,Belmont School District,"26,420","4,451",135
MA,25,2520,Berkley School District,"6,606",825,37
MA,25,2530,Berkshire Hills School District,"9,846","1,227",93
MA,25,2580,Berlin-Boylston School District,"7,517","1,167",53
MA,25,2640,Beverly School District,"41,947","5,318",401
MA,25,2670,Billerica School District,"43,143","7,012",264
MA,25,2715,Blackstone-Millville School District,"12,689","2,173",140
MA,25,2790,Boston School District,"687,699","74,147","19,777"
MA,25,2820,Bourne School District,"19,482","2,307",149
MA,25,2880,Boxford School District,"8,451",866,16
MA,25,2940,Braintree School District,"37,634","5,795",325
MA,25,2970,Brewster School District,"9,693",410,56
MA,25,3030,Bridgewater-Raynham School District,"41,812","6,067",395
MA,25,3060,Brimfield School District,"3,632",269,25
MA,25,3090,Brockton School District,"98,744","15,746","2,894"
MA,25,3120,Brookfield School District,"3,515",243,17
MA,25,3150,Brookline School District,"61,783","6,860",324
MA,25,3240,Burlington School District,"26,257","3,939",155
MA,25,3270,Cambridge School District,"112,752","7,388",783
MA,25,3300,Canton School District,"22,733","3,691",167
MA,25,3330,Carlisle School District,"5,203",703,18
MA,25,3360,Carver School District,"12,100","1,827",120
MA,25,3390,Central Berkshire School District,"13,110","1,829",191
MA,25,3510,Chelmsford School District,"36,233","5,933",235
MA,25,3540,Chelsea School District,"39,163","6,060","1,700"
MA,25,14,Chesterfield-Goshen School District,"2,318",152,5
MA,25,3660,Chicopee School District,"55,635","7,556","1,186"
MA,25,3720,Clarksburg School District,"1,620",159,12
MA,25,3750,Clinton School District,"14,149","1,924",226
MA,25,3780,Cohasset School District,"7,943","1,681",61
MA,25,3840,Concord School District,"18,957","2,077",52
MA,25,3870,Concord-Carlisle School District,"24,160","1,526",27
MA,25,3900,Conway School District,"1,868",132,9
MA,25,3990,Danvers School District,"28,139","4,024",203
MA,25,4020,Dartmouth School District,"35,102","4,470",311
MA,25,4050,Dedham School District,"26,043","3,634",232
MA,25,4080,Deerfield School District,"5,036",387,24
MA,25,4140,Dennis-Yarmouth School District,"37,500","3,524",404
MA,25,4200,Dighton-Rehoboth School District,"19,295","3,401",186
MA,25,4230,Douglas School District,"8,810","1,627",70
MA,25,4260,Dover School District,"5,890",598,13
MA,25,4290,Dover-Sherborn School District,"10,307","1,447",63
MA,25,4320,Dracut School District,"31,527","5,043",338
MA,25,4360,Dudley-Charlton Regional School District,"25,347","4,219",266
MA,25,4410,Duxbury School District,"15,859","3,219",109
MA,25,4440,East Bridgewater School District,"14,528","2,413",144
MA,25,4500,East Longmeadow School District,"15,861","2,617",177
MA,25,4530,Eastham School District,"4,890",177,46
MA,25,4590,Easthampton School District,"16,327","1,827",184
MA,25,4620,Easton School District,"23,832","3,927",154
MA,25,9090,Edgartown School District,"4,263",378,21
MA,25,4710,Erving School District,"1,770",153,13
MA,25,4770,Everett School District,"44,555","6,522","1,012"
MA,25,4800,Fairhaven School District,"16,365","2,182",208
MA,25,25010,Fairhaven/New Bedford School Districts in Acushnet (9-12),"10,623",548,32
MA,25,4830,Fall River School District,"91,617","12,623","3,281"
MA,25,4860,Falmouth School District,"31,109","3,495",271
MA,25,13321,Farmington River Regional School District,"2,407",129,7
MA,25,4890,Fitchburg School District,"41,953","5,990","1,367"
MA,25,4920,Florida School District,841,72,14
MA,25,4950,Foxborough School District,"17,773","3,029",142
MA,25,4980,Framingham School District,"73,261","9,586","1,020"
MA,25,5010,Franklin School District,"33,322","6,757",191
MA,25,5070,Freetown-Lakeville School District,"20,317","3,487",209
MA,25,5100,Frontier School District,"12,013",747,40
MA,25,5130,Gardner School District,"21,050","2,747",478
MA,25,5160,Gateway School District,"7,967","1,161",99
MA,25,5220,Georgetown School District,"8,710","1,643",62
MA,25,5270,Gill-Montague School District,"11,535","1,261",146
MA,25,5280,Gloucester School District,"30,569","3,872",414
